,clean_tweets,prediction,language,confidence
9777,off to school  httpstcosscaTtuZW,"('en', 0.8652058243751526)",en,0.8652058243751526
9778,Hheee with ENDORE at Liwet Pak Asep Stroberi — httpstcoQtDORoYSK,"('en', 0.6095408797264099)",en,0.6095408797264099
9779,friends SoL office smile mondaymadness Likelike swag mac followforfollow  School of… httpstcoERKpvRqB,"('en', 0.698809802532196)",en,0.698809802532196
9781,Im at Salwa in Kuwait httpstcoDneXdtqNiK,"('en', 0.7087296843528748)",en,0.7087296843528748
9783,PRATTVILLE AND MONTGOMERY FRIENDS nMark your calendar for Friday July nd The Velcro Pygmies… httpstcooIcdrXaHV,"('en', 0.7900655269622803)",en,0.7900655269622803
9784,Time goes by fast,"('en', 0.9915212392807007)",en,0.9915212392807007
9786,Can you recommend anyone for this Manufacturing job httpstcotEQiVbrz Twinsburg Ohio Hiring httpstcoghIFkCzIBK,"('en', 0.8385305404663086)",en,0.8385305404663086
9787,OnePlus  ad in India reveals everything theres to know before the global launch httpstcoXtkWWrgv,"('en', 0.8594257831573486)",en,0.8594257831573486
9788,wihiw at Ganda — httpstcoCCrafxTamy,"('en', 0.6868460774421692)",en,0.6868460774421692
9790,  Piazzale Michelangelo Firenze Italy httpstcoMnrvUjWn,"('en', 0.7174524068832397)",en,0.7174524068832397
9791,Lockbourne OH Manufacturing Job Warehouse Clerk  Lockbourne OH   st Shift Available at ProLogistix httpstcoFhJwEVwL,"('en', 0.794662356376648)",en,0.794662356376648
9792,Im at  in   httpstcoycnBRYsC,"('en', 0.7258040308952332)",en,0.7258040308952332
9797,hailstorm rain  Casina httpstcoAcxGWnSt,"('en', 0.6033164262771606)",en,0.6033164262771606
9798,Ñamiiii  at NiuSushi in Vitacura Santiago w jmangelsdorff httpstcorOgZzVWlss,"('en', 0.6008137464523315)",en,0.6008137464523315
9799,Im at Leman Kültür  lemankadikoy in İstanbul Kadıköy httpstconsfNCxom,"('en', 0.5021816492080688)",en,0.5021816492080688
9800,Somebody come take off the rest of my clothes for me  Ashley Auburn… httpstcoWQQfpomevN,"('en', 0.8692488670349121)",en,0.8692488670349121
9801,chrisbrownofficial officialsectionboyz   Arena httpstcoVcfmDvpR,"('en', 0.6600207686424255)",en,0.6600207686424255
9803,Oracle Big Data Industry Lead Telecommunications and Media EMEA Stockholm httpstcoMnrgwHzX Sales Job Jobs Hiring CareerArc,"('en', 0.8193230628967285)",en,0.8193230628967285
9807,Bem lesgou bem tbt  Prime Dog httpstcoAKxMyiZlW,"('en', 0.7947433590888977)",en,0.7947433590888977
9808,June th  updatennRepost goofballwebb with repostappnnGamer News The Division… httpstcoTBTbBwquy,"('en', 0.5029448866844177)",en,0.5029448866844177
9809,Im at Family Store Masjid Tanah in Masjid Tanah httpstcoSvXHliHvD,"('en', 0.5462152361869812)",en,0.5462152361869812
9810,Im at Living Room in La LA httpstcokPUPDyML,"('en', 0.7382479310035706)",en,0.7382479310035706
9815,Im at Queens Club w joeyjaycey sarmandalee httpstcoeTSViwmsP,"('en', 0.6271244883537292)",en,0.6271244883537292
9817,It is indeed a happy birthday to me  Panglao Island httpstcoHnVWrUs,"('en', 0.8532522916793823)",en,0.8532522916793823
9818,Im at  in   httpstcokwzwGbfD,"('en', 0.8448282480239868)",en,0.8448282480239868
9819,closing out the night with djjedi classic hiphopdays thank you musiccenterla a good time was… httpstcoNTbBHBegW,"('en', 0.7549979090690613)",en,0.7549979090690613
9821, MORE DAYS We are so pumped for youthamerica    Youth America httpstcoVZhVCiVWU,"('en', 0.909206748008728)",en,0.909206748008728
9823,Join the Robert Half Management Resources team See our latest Accounting job opening here httpstcopILOrlgSk SanJose CA Hiring,"('en', 0.7187255620956421)",en,0.7187255620956421
9824,Finally had a run through goldengatepark  Golden Gate Park httpstcoOEVMuVOo,"('en', 0.9667105078697205)",en,0.9667105078697205
9825,Great assorted vegetarian food From local food Western menu to dessert Everything vegetarian Reasonable httpstcoruEBGZx,"('en', 0.6386315822601318)",en,0.6386315822601318
9826,Cleared Incident on INYSThruway WB at  before Exit  I  Batavia Rte ,"('en', 0.9174016714096069)",en,0.9174016714096069
9829,TopApps for StoriesFromTheBatcavennTwitter for Android nTwitter Web Client nTwitter for iPhone ,"('en', 0.6131520867347717)",en,0.6131520867347717
9831,Were hiring Click to apply Social Services Assistant  httpstcoWtEgGri SocialSciences MatherAFB CA Veterans Job Jobs,"('en', 0.8688135147094727)",en,0.8688135147094727
9833,Happy fathers day Go Warriors at WhiteSpot in West Vancouver BC httpstcoKruKbX,"('en', 0.8472662568092346)",en,0.8472662568092346
9834,Im at Sunway Medical Centre in Petaling Jaya Selangor httpstcoATxUhfBg,"('en', 0.6823513507843018)",en,0.6823513507843018
9835,Hooaaaammmmm Ada kasur ga at Basko Grand Mall — httpstcoEdqHHDUdI,"('en', 0.6488688588142395)",en,0.6488688588142395
9836,Update Construction on MarineParkwayBridge SB from Brooklyn Side to Rockaway Side httpstcoNDHoFowYu,"('en', 0.7295591831207275)",en,0.7295591831207275
9837,Interested in a Nursing job near GrandIsland NE This could be a great fit httpstcocsuGQVWq Hiring CareerArc,"('en', 0.9723814129829407)",en,0.9723814129829407
9839,Finance alert Senior Financial Analyst  Consultants Wanted  Robert Half Management Resources  Dayton OH httpstcoSPSjJVBG,"('en', 0.733340859413147)",en,0.733340859413147
9840,ESN   Croatia crowd trouble fears overshadow Spain clash Bordeaux AFP – Croatia can secure their place in the… httpstcowCoiAhM,"('en', 0.9232710599899292)",en,0.9232710599899292
9841,Im at Curral Zeca Xibelão  BoiBumbá Caprichoso  oboicaprichoso in Parintins Amazonas w arysonleonardhy httpstcoYOSblGAl,"('en', 0.6898592710494995)",en,0.6898592710494995
9843,kalian sudah besar yah with Dzakwan and Farahaura at COCCA  Casual Dining amp Cake Shop pic — httpstcovTNyLvxOI,"('en', 0.6492297053337097)",en,0.6492297053337097
9847,finebaum babies  Dude you gotta be kidding me Babies  Theyre pretty big babies then,"('en', 0.6456250548362732)",en,0.6456250548362732
9848,Loyalty matters   years in and theres still no smartphone that beats BlackBerry  httpstcoVGbGYUvp,"('en', 0.9178957343101501)",en,0.9178957343101501
9851,Just posted a photo  Terminal Bus Tirtonadi Solo httpstcoQRBSIYm,"('en', 0.6625893115997314)",en,0.6625893115997314
9853,Construction on NY EB at Exit    Wantagh State Parkway httpstcoLgjCXkZ,"('en', 0.8011236190795898)",en,0.8011236190795898
9854,Im at Florya in Bakırköy Istanbul httpstcosDlbOzz,"('en', 0.6847243309020996)",en,0.6847243309020996
9855,Check out my listing in GulfShores AL httpstcogaIbnCb realestate realtor httpstcoHIsCJCB,"('en', 0.7411304712295532)",en,0.7411304712295532
9856,Thanks IsaVillaGarcia for leading an excellent Legislative Visit for raleighrealtors and our… httpstcoqopbNDVLyu,"('en', 0.7527456879615784)",en,0.7527456879615784
9858,Managed to check two off the list tonight  Ray LaMontagne accompanied by My Morning Jacket is… httpstcoxMwmSpBc,"('en', 0.888245165348053)",en,0.888245165348053
9859,I literally woke up to fifth harmony posted a video and I SAW THAT IT WAS THE AIMH MUSIC VIDEO AND I SCREAMED,"('en', 0.8582489490509033)",en,0.8582489490509033
9860, watts httpstcoDtOzerC,"('en', 0.7305915951728821)",en,0.7305915951728821
9862,This Nursing job might be a great fit for you URGENT need for ICU RN  httpstcopemMOnWSu NewYork NY Hiring CareerArc,"('en', 0.9149986505508423)",en,0.9149986505508423
9863,We had so much fun swimming at Los Altos emmakaylee swimming… httpstcoqtaqAd,"('en', 0.9663561582565308)",en,0.9663561582565308
9866,Im at  in   httpstcoCqaDLNAH,"('en', 0.7088127136230469)",en,0.7088127136230469
9867,Im at  in Kamisu Ibaraki Prefecture httpstcoXbEvIu,"('en', 0.7065812945365906)",en,0.7065812945365906
9868,I love this city The weekend continues Find me tonight at Church Nightclub for Breathe… httpstcoyAScoznKK,"('en', 0.8293812870979309)",en,0.8293812870979309
9869,Cleared Construction on NY Both directions from Town of Alfred Town of Ward Line to CR  Five Corners,"('en', 0.8560630679130554)",en,0.8560630679130554
9876,With Parada Kendy and Hanif at Starbucks Coffee Big Mall — httpstcozygYcGwB,"('en', 0.7652187347412109)",en,0.7652187347412109
9877,Actually loling at Madness ,"('en', 0.7898590564727783)",en,0.7898590564727783
9878,This Nursing job might be a great fit for you Registered Nurse Weekender Gilchrist Hospice Care  httpstcomYFuCefY Baltimore MD,"('en', 0.849028468132019)",en,0.849028468132019
9879,This IT job might be a great fit for you Software Algorithm Engineer  httpstcotAlAQBm Exton PA Hiring CareerArc,"('en', 0.9090489149093628)",en,0.9090489149093628
9880,Scottsdale AZ Nursing Job Travel Nurse TELE RN at Travel Nurse Across America httpstcoUuxQypYBF Jobs Hiring CareerArc,"('en', 0.829849898815155)",en,0.829849898815155
9881,Do you even read bro at Powells City of Books in Portland OR httpstcoplAcrzFpr,"('en', 0.9231551289558411)",en,0.9231551289558411
9888,Story Base jumper dies in Stawamus Chief incident httpstcoEjAgJOCs,"('en', 0.8400400876998901)",en,0.8400400876998901
9892,Ladies you dont have to know how to cook to get married Ever guy at my job thats married they wife cant cook,"('en', 0.9982284307479858)",en,0.9982284307479858
9893,Im at Çamoluk httpstcoZcKgbgckIM,"('en', 0.671398401260376)",en,0.671398401260376
9895,MrFlight yea they did,"('en', 0.9932168126106262)",en,0.9932168126106262
9898,Did some wild camping last night where I was put to sleep by the sound of sheep and a slight bit… httpstcohdyKvXLBx,"('en', 0.9364474415779114)",en,0.9364474415779114
9899,Slow traffic in Birmingham on I  SB between Finley Blvd and I  Malfunction Jctn  Exit  delay of  min traffic,"('en', 0.8917452692985535)",en,0.8917452692985535
9902,pathdaily with Reynaldo at jabodetabek pic — httpstcotbXoQUtf,"('en', 0.7314087152481079)",en,0.7314087152481079
9905,Im at  in   httpstcoUjdqdicN,"('en', 0.7258040308952332)",en,0.7258040308952332
9906, BST °C     mph WSW  mmhr  hPa rising httpstcoCBzpwmeH,"('en', 0.5779570937156677)",en,0.5779570937156677
9910,Drinking an Alternate Takes  by dogfishbeer at dogfishbeer — httpstcoWSFnjjBha photo,"('en', 0.8831897377967834)",en,0.8831897377967834
9911,When things got heated but you tried to stay mellow artisan marshmallows from thepresscafe… httpstcodZPxwBVpM,"('en', 0.9622817039489746)",en,0.9622817039489746
9912,Clerical Job in Monterey CA Patient Access Representative at CHOMP httpstcoGKPOenrKw CHOMP NorCal httpstcoOCymrWWJzB,"('en', 0.7345370054244995)",en,0.7345370054244995
9914,Just posted a photo  Barrio La Estrada httpstcoOixsiISKZ,"('en', 0.691701352596283)",en,0.691701352596283
9922,Im at  in Yokohama  httpstcohcSPynYEsN,"('en', 0.6804800629615784)",en,0.6804800629615784
9924,Im at Lot One Shoppers Mall in Singapore httpstcoOiBjcd,"('en', 0.6891882419586182)",en,0.6891882419586182
9926,nezmoments  Johannesburg South Africa httpstcogQYDJnJOs,"('en', 0.682873547077179)",en,0.682873547077179
9927,Nathi has done it again InCommon realblackcoffee aliciakeys  Durban South Africa httpstcoLxmoexzHV,"('en', 0.898651659488678)",en,0.898651659488678
9929,beach vibesgt town vibes  Doylestown Pennsylvania httpstcoGYfait,"('en', 0.6473831534385681)",en,0.6473831534385681
9930,throwback to cityandcolour dallasgreen tribute to thehip bobcaygeon happycanadaday … httpstcouoTStywzr,"('en', 0.625356912612915)",en,0.625356912612915
9931,MVATransport Dubbo Newell Hwy Brocklehurst NSW  at  Jul   httpstcoeZbtQmTC NSWRFS MVATransport,"('en', 0.7851623892784119)",en,0.7851623892784119
9933,finallymore than snnrapsmash musicallyid rapsmashindo rapsmashid musicallyindo… httpstcojjhuyBndL,"('en', 0.7472034692764282)",en,0.7472034692764282
9934,Next year Sue Barker will call the ENG team sorry that should be WAL team on the middle Saturday,"('en', 0.9237717986106873)",en,0.9237717986106873
9936,Just posted a photo  York beach York ME httpstcoLLeDyJW,"('en', 0.765874981880188)",en,0.765874981880188
9937,Interested in a Clerical job near BRISBANE California This could be a great fit httpstconZyGcgEI httpstcoOwXqZdCKU,"('en', 0.9513459801673889)",en,0.9513459801673889
9938,Day at the Columbia phelpscreekvineyards mthoodwinery cascadecliffsvineyardandwinery… httpstcoUBJJhNmsP,"('en', 0.7555797696113586)",en,0.7555797696113586
9940,This is mudik at Pos pam Pertigaan Losari  Ops Ketupat Lodaya  Res Cirebon pic — httpstcoEutCfmvdi,"('en', 0.603897213935852)",en,0.603897213935852
9941,Team Member  Cook  Noodles amp Co MANITOWOC WI httpstcouQRKFoxFD Hospitality MadeDifferent Job Jobs httpstcogNYzYQKWn,"('en', 0.7803071737289429)",en,0.7803071737289429
9943,Happy Fourth  Wantage New Jersey httpstcojagkNDyG,"('en', 0.5384242534637451)",en,0.5384242534637451
9945,And you thought Golden Corral had a good Buffett  ShangriLa at the Fort Manila httpstcoYhbFZAwhL,"('en', 0.9591007828712463)",en,0.9591007828712463
9946,Talk down on me Im flattered  Hater gonna hate httpstcoPXzUvigBN,"('en', 0.5882274508476257)",en,0.5882274508476257
9948,Im at Plaza Angsana in Johor Bahru Johor httpstcoBUraNymQ,"('en', 0.6935899257659912)",en,0.6935899257659912
9951,Cat amp bird icons kyivlove kyivgraphics  Maidan Square httpstcoDqkHXGmpC,"('en', 0.6874831914901733)",en,0.6874831914901733
9954, BST Temperature °C Wind NNE  mph ave  mph gust Humidity  Rain hourly  mm Pressure  hPa falling slowl,"('en', 0.5284286141395569)",en,0.5284286141395569
9956,Im at CrossFit Jersey City  cfjerseycity in Jersey City NJ httpstcouFHtAVAl,"('en', 0.6390482783317566)",en,0.6390482783317566
9957,Can you recommend anyone for this job STORE MANAGER CANDIDATE  httpstcoCujBrrej Philadelphia TN Retail Veterans Hiring,"('en', 0.8658166527748108)",en,0.8658166527748108
9958,Join the Robert Half Technology team See our latest IT job opening here httpstcopseXRzyqk WestLosAngeles CA Hiring CareerArc,"('en', 0.7617847323417664)",en,0.7617847323417664
9960,  Katy Mills httpstcoApsvcQwtq,"('en', 0.6936393976211548)",en,0.6936393976211548
9963,Im at MasalKafe in Trabzon Türkiye w erenazakliii httpstcoZxrzKQpZl,"('en', 0.5185163617134094)",en,0.5185163617134094
9965,Banterific lunch with the lads to celebrate MrPru belated birthday  Gordon Ramsey Bread Street… httpstcoThvQkjUNk,"('en', 0.8096905946731567)",en,0.8096905946731567
9968,This is a post for all the good deeds people do but without any appreciation I lost my driving… httpstcobyfGjUDX,"('en', 0.8987416625022888)",en,0.8987416625022888
9969,its funny how a small fishing village n a beautifull beach makes you want to head back home… httpstcoiUbcszCFf,"('en', 0.9534547924995422)",en,0.9534547924995422
9970,Im at Taman melor in Sungai Petani Kedah httpstcolZJoMqMZg,"('en', 0.663263738155365)",en,0.663263738155365
9971, at jabodetabek — httpstcoJaPOeb,"('en', 0.7514802813529968)",en,0.7514802813529968
9972,  Davids Salon in Taguig httpstcoredossLR,"('en', 0.8118699789047241)",en,0.8118699789047241
9973,Passt  Portugal Lisboa httpstcocpuwtGAV,"('en', 0.5147038698196411)",en,0.5147038698196411
9974,Cleared Special Event on BrooklynPortAuthorityMarineTerminal,"('en', 0.7620728611946106)",en,0.7620728611946106
9975,Can you recommend anyone for this job httpstcoHztEhDsS Banking Miami FL Hiring CareerArc,"('en', 0.8833340406417847)",en,0.8833340406417847
9976,faliceanokeithturk is the coolest and best part of this dmanntap nationals His class was… httpstcopHvjPaVZOg,"('en', 0.7953659892082214)",en,0.7953659892082214
9977,Montgomery County Sheriffs blotter for The Woodlands June   July  httpstcoSFxTrlpp,"('en', 0.978621244430542)",en,0.978621244430542
9978,Another peak at Pamella Roland resort gorgeous artistryus rickdiceccabeauty… httpstcoxosvCff,"('en', 0.740727424621582)",en,0.740727424621582
9979,An honor to be a part of witnessing Fayetteville making history at the  KISS NWA ribbon… httpstcoDEnZbmhu,"('en', 0.7669268846511841)",en,0.7669268846511841
9980,Santa Clara Vanguard   Weber State University httpstcoMgPEjDcT,"('en', 0.7702922821044922)",en,0.7702922821044922
9983,Accident left lane blocked in Downtown on I NB at University Ave stopped traffic back to Langford Pkwy delay of  mins ATLTraffic,"('en', 0.8332383632659912)",en,0.8332383632659912
9984,Sad day  Warehouse HQ today saying goodbye to  of the greats nnYou lovely pair of fruit loops… httpstcoevvFGaWD,"('en', 0.8114339113235474)",en,0.8114339113235474
9985,anneteresadekeersmaeker tateshots chrisdercon inspiring and beautiful performance  Tate… httpstcodRHAcQg,"('en', 0.6960634589195251)",en,0.6960634589195251
9988,The Red Spotted Purple Butterfly gorgeous  Flying around our garden all morning … httpstcoEAdGpgqbL,"('en', 0.8179195523262024)",en,0.8179195523262024
9989,Can you recommend anyone for this job Assistant Mgr PTmaurices  httpstcoYRrtxvK Decatur IN Hiring httpstcoNtaMNuzQ,"('en', 0.8799983859062195)",en,0.8799983859062195
9990,Sure this is old golden hen rebranded for Indian restaurants Indian Runner Golden Ale httpstcoIHRJHWjBke photo,"('en', 0.8840230107307434)",en,0.8840230107307434
9991,Im at OPERAÇÃO LATAM  TAM RESERVAS CONTAX in Joao Pessoa PARAÍBA httpstcoQEpoEVWvr,"('en', 0.6383365988731384)",en,0.6383365988731384
9992,SelfienRocky nBlackMouthCur ndogsofinstagram  Mount Juliet Tennessee httpstcoLglfFLnGP,"('en', 0.6921520233154297)",en,0.6921520233154297
9993,Im at   in   httpstcovraEacBtIE,"('en', 0.7344564199447632)",en,0.7344564199447632
9995,Coffee Shop Art woodennickels drewpanckeri  Red Hook Coffee and Tea httpstcoMyHcghQs,"('en', 0.7545791268348694)",en,0.7545791268348694
9997,Lets go to the beach nnbermudabloggers bermudablogger islandblogger bblogger lblogger… httpstcoLpoPZkNHs,"('en', 0.6729013919830322)",en,0.6729013919830322
9999,Want to work at Panera Bread Were hiring in Greenville NC Click for details httpstcoPbLIukrUkt Job parttime Veterans Jobs,"('en', 0.733375608921051)",en,0.733375608921051
10001,Im at Seksyen  in Shah Alam Selangor httpstcoBCwvdhis,"('en', 0.5128510594367981)",en,0.5128510594367981
10002,   httpstcouOWSrxHCI,"('en', 0.6685195565223694)",en,0.6685195565223694
10006,Im at Raiz in Manaus AM httpstcoWiKnqrYtq,"('en', 0.7067445516586304)",en,0.7067445516586304
10007,Interested in a job near  This could be a great fit httpstcoQabxuhU Hospitality Veterans Hiring CareerArc,"('en', 0.9722459316253662)",en,0.9722459316253662
10008,My baby is in LA I cant even believe this is happening for her nThank you to everyone that… httpstcoEDtui,"('en', 0.980086088180542)",en,0.980086088180542
10011,Want to work in Greenville SC View our latest opening httpstcoEDVrhEI Job Healthcare Jobs Hiring CareerArc,"('en', 0.760344922542572)",en,0.760344922542572
10012,Want to work at dressbarn Were hiring in Ankeny IA Click for details httpstcodlWtQvPvXK Job Sales Jobs,"('en', 0.7625738978385925)",en,0.7625738978385925
10013,Were hiring Click to apply System Administrator  nd Shift  Arkansas Passport  httpstcoHlHKCax httpstcoCoxwhoOD,"('en', 0.7062948346138)",en,0.7062948346138
10016,ikan bumbu pedas nnmaked  by  chef dera chan   Lasoani Atas  LA httpstcouuwAg,"('en', 0.547240674495697)",en,0.547240674495697
10018,Kicking it with Teamer and Family akaboule  Atlanta Marriott… httpstcoXgqIdQMGd,"('en', 0.7053146958351135)",en,0.7053146958351135
10019,Come Hang out with Bartender Thomas and myself in the mix   Spin  Tuesday httpstcoOwCOqmKir httpstcoyPiRDxatGy,"('en', 0.7629522085189819)",en,0.7629522085189819
10020,Always love when people say hi Free yoga Free coffee Next is the chiculturcenter… httpstcoNZfdGlha,"('en', 0.8426238298416138)",en,0.8426238298416138
10021,Expert Appliance repair services near PointLoma httpstcoLfSs,"('en', 0.9680340886116028)",en,0.9680340886116028
10023,Dia de exames da veia Mamis Oftalmologista  Oftalmax Clinica e Cirurgia Ocular in Recife Pernambuco httpstcoJTmWWKrdX,"('en', 0.5477714538574219)",en,0.5477714538574219
10025,Im at Banorte in Mexico City httpstcoAmWgAili,"('en', 0.797023355960846)",en,0.797023355960846
10026,Want to work at Flex Were hiring in ShanghaiZhangjiang Click for details httpstcoEbGMEALrJF Job Purchasing Jobs CareerArc,"('en', 0.8119142055511475)",en,0.8119142055511475
10027,At dr IG Nyoman Sudarmika WuaWua Farma — httpstcomBcfbPBgl,"('en', 0.5052657127380371)",en,0.5052657127380371
10028,See our latest Hartford CT job and click to apply Field Installations Technician  httpstcocwBoFh Green Hiring,"('en', 0.8139118552207947)",en,0.8139118552207947
10029,Snapchat case victim says she saw flashes didnt know someone was taking pictures of her wbz,"('en', 0.997641384601593)",en,0.997641384601593
10031,Join the Regions Bank team See our latest job opening here httpstcorIZKDauzz regions regionsbank StPetersburg FL Hiring,"('en', 0.669743537902832)",en,0.669743537902832
10032,Drinking a Traditional Lager by YuenglingBeer at applebees — httpstcolktZhiMki,"('en', 0.6913060545921326)",en,0.6913060545921326
10035,Can you recommend anyone for this job Food Scientist  Meat  httpstcoQIWFVUOka GeneralScience Glenview IL Hiring,"('en', 0.7930602431297302)",en,0.7930602431297302
10036,Bom dia sexta  BT Call Center in Curitiba PR httpstcoiozyQHaRsO,"('en', 0.7444757223129272)",en,0.7444757223129272
10037,Just posted a photo  Best Western Kuta Beach httpstcomvtErkQGf,"('en', 0.664632260799408)",en,0.664632260799408
10038,Interested in a job near Washington DC This could be a great fit httpstcoPZBZglsSU Hospitality Hiring CareerArc,"('en', 0.9488829374313354)",en,0.9488829374313354
10039,Join the Holiday Inn Express  Lewiston team See our latest job opening here httpstcoOzkhllOW Lewiston ID Veterans Hiring,"('en', 0.7164627313613892)",en,0.7164627313613892
10040,Come hear the fascinating stories you never knew about the life of NEIL DIAMOND from his… httpstcolCkgNYeHG,"('en', 0.7465143799781799)",en,0.7465143799781799
10041,  Anthias Cafe httpstcoWtITLojyv,"('en', 0.7391489148139954)",en,0.7391489148139954
10045,thelegoladybot its not looking promising so far ,"('en', 0.7905794978141785)",en,0.7905794978141785
10046,See our latest NewYorkCity NY job and click to apply Senior Tax Manager  httpstcowLheVonu Accounting Hiring CareerArc,"('en', 0.8151891827583313)",en,0.8151891827583313
10048,motoweekend motorcycle motorbike truelove ducatimonster  Passo Del Vestito httpstcokNvQVt,"('en', 0.6055589318275452)",en,0.6055589318275452
10051,Im at Divine Mercy Chaplet Shrine in La Habra Calif httpstcoaCcgJXvX,"('en', 0.7025087475776672)",en,0.7025087475776672
10052,If youre looking for work in Bath NY check out this job httpstcoLTuzUAwC Nursing Veterans Hiring httpstcoZwwSYllRI,"('en', 0.75795978307724)",en,0.75795978307724
10053,Were hiring Read about our latest job opening here Shift Supervisor US  httpstcobpdDNmgvji  WILLOW RD GLENVIEW IL,"('en', 0.6137006878852844)",en,0.6137006878852844
10054,Again  King Faisal Specialist Hospital KFSHRC in Riyadh Ar Riyāḑ httpstcomkuorFV,"('en', 0.5874922275543213)",en,0.5874922275543213
10055,sisters sis reflex mare family sea seaside beach water aryblue beach sun nature… httpstcoAhGYyuQt,"('en', 0.62628573179245)",en,0.62628573179245
10056,Blessed seasons form blessed fish Upon gathering replenish under i called make him Let he,"('en', 0.9948911070823669)",en,0.9948911070823669
10058,  cat   httpstcoXuDiyQMeK,"('en', 0.6949788928031921)",en,0.6949788928031921
10060,Want to work in Cooperstown NY View our latest opening httpstcouRfocJBB Job Nursing Jobs Hiring httpstcoaATKkSthu,"('en', 0.6491007208824158)",en,0.6491007208824158
10061,Want to work in Hicksville NY View our latest opening httpstcoMqduRoQl Job Retail Jobs Hiring CareerArc,"('en', 0.7854568958282471)",en,0.7854568958282471
10062,Can you recommend anyone for this job Shift Supervisor US  httpstconrbzgpBvcA Hospitality Veterans Hiring CareerArc,"('en', 0.9187500476837158)",en,0.9187500476837158
10066,Im at TheDubaiMall in Dubai httpstcoIWUodu,"('en', 0.7555524110794067)",en,0.7555524110794067
10068,Drinking a Stone IPA by StoneBrewingCo at teosolobirra — httpstcoNZPCnfCE,"('en', 0.8616045117378235)",en,0.8616045117378235
10070,Im at Limonlu Sahili in Erdemli Mersin httpstcoegbXNWQC,"('en', 0.6539388298988342)",en,0.6539388298988342
10072,Graffiti Tracking  Echo Ave Bakersfield,"('en', 0.5500482320785522)",en,0.5500482320785522
10074,Drinking a Pilsner by bomberbrewing at biercraft — httpstcoWXrAuOaFC,"('en', 0.8328872919082642)",en,0.8328872919082642
10075,After Practice BLUSEnn  Khanapara Field httpstcoFBaAxlKTF,"('en', 0.6501939296722412)",en,0.6501939296722412
10076,Im at Vizor Ortopedi httpstcoPvAfAlhn,"('en', 0.6093968152999878)",en,0.6093968152999878
10077,Perfect spot for a little Romani camp complete with local residents… httpstcooNubzJqNEF,"('en', 0.6755350828170776)",en,0.6755350828170776
10078,I love capturing the sunsets after a day of rains  Walter Hall Park httpstcoarQpIFnc,"('en', 0.8309416174888611)",en,0.8309416174888611
10081,     httpstcoEuONTOZh,"('en', 0.8448647856712341)",en,0.8448647856712341
10083,Going live in just under twenty minutes for todays Thoughtful Thursday broadcast of… httpstcoFQNPNffz,"('en', 0.7384026050567627)",en,0.7384026050567627
10084,art from the heart  Feeling the love  in   Bad Griesbach Therme httpstcoBMUgtakUi,"('en', 0.8090959787368774)",en,0.8090959787368774
10085, people could have seen Ankara Valiliği since its st mention until it became a Trending Topic trndnl,"('en', 0.9962776899337769)",en,0.9962776899337769
10087,Im at Buyuk Kulup Cafe Dorient in Istanbul httpstcoGqYzqAvFAy,"('en', 0.7848482728004456)",en,0.7848482728004456
10090,Accident in PennHills on Beulah Rd EB at Melvin Ct traffic httpstcoSLOqniwpZ,"('en', 0.8191263675689697)",en,0.8191263675689697
10091,So blessed to have met this pup   Arizona State University West… httpstcolNuyjooft,"('en', 0.7420340776443481)",en,0.7420340776443481
10094,Look Danny Arnold is leading the underwear run through Main Street lakeplacid lakeplacidadk … httpstcovnhKTSoj,"('en', 0.7954497933387756)",en,0.7954497933387756
10098,Im at Crystal Pub w wxhuii httpstcoerVUbZPnY,"('en', 0.6071040630340576)",en,0.6071040630340576
10100,Paz   Orla Beira Mar Fortaleza Ce httpstcoVEehDw,"('en', 0.5017745494842529)",en,0.5017745494842529
10101, Take Cover Severe Thunderstorm Warning including Hutchinson MN and Glencoe MN until  PM CDT httpstcoLQSEoiDeRE,"('en', 0.9237722158432007)",en,0.9237722158432007
10102,Rolled ice cream belowicecream   below Ice Cream httpstcoSQVGufLktw,"('en', 0.6659784913063049)",en,0.6659784913063049
10103,Hakot awards again please PushAwardsKathNiels,"('en', 0.767451286315918)",en,0.767451286315918
10106,Were hiring Read about our latest job opening here Store Counter Sales  httpstcoxIOMMQn Sales OCALA FL CareerArc,"('en', 0.7043741941452026)",en,0.7043741941452026
10107,Were hiring Click to apply Sr Network Systems Administrator  httpstcobpfaGShkV Job IT Wilsonville OR Jobs CareerArc,"('en', 0.7796095013618469)",en,0.7796095013618469
10108,One wrong move bird…roasted pidgey Costco bayarea richmond albany pokemongo  Costco httpstcoNPaRMhpD,"('en', 0.7892533540725708)",en,0.7892533540725708
10109,lovelpevilregal Remember when we met in hollywood at fredsegal when you got my original gold… httpstcogKNAc,"('en', 0.5321398973464966)",en,0.5321398973464966
10110,Im at Arts District CoOp in Los Angeles Calif httpstcoBQIInmel,"('en', 0.7484280467033386)",en,0.7484280467033386
10113, ℃n℃n sakai  httpstcoEjLpIyPq,"('en', 0.6607275605201721)",en,0.6607275605201721
10114,Abelha cachorra no chão  Sao Jacinto  Cabo Frio httpstcoXFFCVbOfOx,"('en', 0.5718564391136169)",en,0.5718564391136169
10116,Look at the sushi and the fishso fresh and tempting happyseafood schipholairport… httpstcoLfCOVNyqy,"('en', 0.8473457098007202)",en,0.8473457098007202
10117,Join the Macys Retail team See our latest job opening here httpstcosdvIoaBI Retail SanJose CA Hiring CareerArc,"('en', 0.7824905514717102)",en,0.7824905514717102
